name;short_text;prob2_0
mm_27;"Когда Маргарита дошла до последних слов главы «…Так встретил рассвет пятнадцатого нисана пятый прокуратор Иудеи Понтий Пилат», – наступило утро.
Слышн";0.00011103769508144264
mm_24;В спальне Воланда все оказалось, как было до бала. Воланд в сорочке сидел на постели, и только Гелла не растирала ему ногу, а на столе, там, где раньш;0.0002762509783589099
mm_11;"Бор на противоположном берегу реки, еще час назад освещенный майским солнцем, помутнел, размазался и растворился.
Вода сплошной пеленой валила за окно";0.001846597683999498
mm_5;Старинный двухэтажный дом кремового цвета помещался на бульварном кольце в глубине чахлого сада, отделенного от тротуара кольца резною чугунною решетк;8.288142548044118e-05
mm_6;Когда в приемную знаменитой психиатрической клиники, недавно отстроенной под Москвой на берегу реки, вошел человек с острой бородкой и облаченный в бе;0.0002950465800875443
mm_3;"– Да, было около десяти часов утра, досточтимый Иван Николаевич, – сказал профессор.
Поэт провел рукою по лицу, как человек, только что очнувшийся, и ";0.0008767187294995658
mm_21;Невидима и свободна! Невидима и свободна! Пролетев по своему переулку, Маргарита попала в другой, пересекавший первый под прямым углом. Этот заплатанн;0.0002099158635596068
mm_23;Полночь приближалась, пришлось спешить. Маргарита смутно видела что-нибудь. Запомнились свечи и самоцветный какой-то бассейн. Когда Маргарита стала на;0.0001536860778498906
mm_4;Утихли истерические женские крики, отсверлили свистки милиции, две санитарные машины увезли: одна – обезглавленное тело и отрезанную голову в морг, др;0.00024206401706268105
mm_20;Луна в вечернем чистом небе висела полная, видная сквозь ветви клена. Липы и акации разрисовали землю в саду сложным узором пятен. Трехстворчатое окно;0.0005452810829814104
mm_25;Тьма, пришедшая со Средиземного моря, накрыла ненавидимый прокуратором город. Исчезли висячие мосты, соединяющие храм со страшной Антониевой башней, о;0.0003771173938397077
mm_10;В то время, как случилось несчастье с Никанором Ивановичем, недалеко от дома № 302-бис, на той же Садовой, в кабинете финансового директора Варьете Ри;0.00041526464006990044
mm_14;Не выдержали нервы, как говорится, и Римский не дождался окончания составления протокола и бежал в свой кабинет. Он сидел за столом и воспаленными гла;0.00019663543542125346
mm_13;"Итак, неизвестный погрозил Ивану пальцем и прошептал: «Тсс!»
Иван опустил ноги с постели и всмотрелся. С балкона осторожно заглядывал в комнату бритый";0.00020969682223299178
mm_28;Были ли эти силуэты или они только померещились пораженным страхом жильцам злосчастного дома на Садовой, конечно, с точностью сказать нельзя. Если они;0.00011953075592832425
mm_2;В белом плаще с кровавым подбоем, шаркающей кавалерийской походкой, ранним утром четырнадцатого числа весеннего месяца нисана в крытую колоннаду между;0.00026674057645753694
mm_1;Однажды весною, в час небывало жаркого заката, в Москве, на Патриарших прудах, появились два гражданина. Первый из них, одетый в летнюю серенькую пару;0.0006232536119034112
mm_16;"Солнце уже снижалось над Лысой Горой, и была эта гора оцеплена двойным оцеплением.
Та кавалерийская ала, что перерезала прокуратору путь около полудня";0.0001265482261706422
mm_12;Маленький человек в дырявом желтом котелке и с грушевидным малиновым носом, в клетчатых брюках и лакированных ботинках выехал на сцену Варьете на обык;0.00011617287129313067
mm_9;Никанор Иванович Босой, председатель жилищного товарищества дома № 302-бис по садовой улице в Москве, где проживал покойный Берлиоз, находился в страш;0.00309762966715566
mm_32;Боги, боги мои! Как грустна вечерняя земля! Как таинственны туманы над болотами. Кто блуждал в этих туманах, кто много страдал перед смертью, кто лете;0.0003110332710207294
mm_19;"За мной, читатель! Кто сказал тебе, что нет на свете настоящей, верной, вечной любви? Да отрежут лгуну его гнусный язык!
За мной, мой читатель, и толь";0.0007501172104328001
mm_8;Как раз в то время, когда сознание покинуло Степу в Ялте, то есть около половины двенадцатого дня, оно вернулось к Ивану Николаевичу Бездомному, просн;0.00028636324466840905
mm_18;В то самое время, как старательный бухгалтер несся в таксомоторе, чтобы нарваться на самопишущий костюм, из плацкартного мягкого вагона № 9 киевского ;0.00028050712815721324
mm_22;Ровное гудение машины, летящей высоко над землей, убаюкивало Маргариту, а лунный свет ее приятно согревал. Закрыв глаза, она отдала лицо ветру и думал;0.00026497576969095195
mm_15;"Нетрудно догадаться, что толстяк с багровой физиономией, которого поместили в клинике в комнате № 119, был Никанор Иванович Босой.
Попал он, однако, к";0.0004973442393146116
mm_17;Утром в пятницу, то есть на другой день после проклятого сеанса, весь наличный состав служащих Варьете – бухгалтер Василий Степанович Ласточкин, два с;0.00014979216341980123
mm_33;Но все-таки, что же было дальше-то в Москве после того, как в субботний вечер на закате Воланд покинул столицу, исчезнув вместе со своей свитой с Воро;0.00011614416760889783
mm_31;Грозу унесло без следа, и, аркой перекинувшись через всю Москву, стояла в небе разноцветная радуга, пила воду из Москвы-реки. На высоте, на холме, меж;0.0011907034515656616
mm_7;Если бы в следующее утро Степе Лиходееву сказали бы так: «Степа! Тебя расстреляют, если ты сию минуту не встанешь!» – Степа ответил бы томным, чуть сл;0.0017564719394199482
mm_30;– Ты знаешь, – говорила Маргарита, – как раз когда ты заснул вчера ночью, я читала про тьму, которая пришла со средиземного моря… И эти идолы, ах, зол;0.0005667541333448675
mm_29;На закате солнца высоко над городом на каменной террасе одного из самых красивых зданий в Москве, здания, построенного около полутораста лет назад, на;0.0007737756432149128
mm_26;Может быть, эти сумерки и были причиною того, что внешность прокуратора резко изменилась. Он как будто на глазах постарел, сгорбился и, кроме того, ст;0.00011517587323551422
